"species_orig","species","comm_name","major_group","isscaap","genus_food_name","calcium_mg","calories_kcal","carbohydrates_g","copper_mg","dietary_fiber_g","fat_g","folate_mcg","iron_mg","magnesium_mg","monounsaturated_fatty_acids_g","niacin_mg","phosphorus_mg","polyunsaturated_fatty_acids_g","potassium_mg","protein_g","riboflavin_mg","saturated_fatty_acids_g","sodium_mg","thiamin_mg","vitamin_a_mcg_rae","vitamin_b6_mg","vitamin_c_mg","zinc_mg"
"Ensis directus","Ensis directus","Atl.jackknife(=Atl.razor clam)","Mollusca","Clams, cockles, arkshells","Molluscs; Other",89.5,81.5,3.535,0.205,0,1.1,7,5.2,22,0.2165,1.68,162,0.409,175,12.06,0.145,0.3275,275.05,0.026,26.5,0.05,4,2.36
"Eopsetta jordani","Eopsetta jordani","Petrale sole","Pisces","Flounders, halibuts, soles","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Epigonus telescopus","Epigonus telescopus","Black cardinal fish","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Epinephelus aeneus","Epinephelus aeneus","White grouper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Epinephelus areolatus","Epinephelus areolatus","Areolate grouper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Epinephelus chlorostigma","Epinephelus chlorostigma","Brownspotted grouper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Epinephelus fuscoguttatus","Epinephelus fuscoguttatus","Brown-marbled grouper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Epinephelus goreensis","Epinephelus goreensis","Dungat grouper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Epinephelus marginatus","Epinephelus marginatus","Dusky grouper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Epinephelus merra","Epinephelus merra","Honeycomb grouper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Epinephelus morio","Epinephelus morio","Red grouper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Epinephelus morrhua","Epinephelus morrhua","Comet grouper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Epinephelus polylepis","Epinephelus polylepis","Smallscaled grouper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Epinephelus striatus","Epinephelus striatus","Nassau grouper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Epinephelus summana","Epinephelus summana","Summan grouper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Epinephelus tauvina","Epinephelus tauvina","Greasy grouper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Eptatretus cirrhatus","Eptatretus cirrhatus","Broadgilled hagfish","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Erimacrus isenbeckii","Erimacrus isenbeckii","Hair crab","Crustacea","Crabs, sea-spiders","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"Ethmalosa fimbriata","Ethmalosa fimbriata","Bonga shad","Pisces","Herrings, sardines, anchovies","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"Ethmidium maculatum","Ethmidium maculatum","Pacific menhaden","Pisces","Herrings, sardines, anchovies","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"Etmopterus spinax","Etmopterus spinax","Velvet belly","Pisces","Sharks, rays, chimaeras","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Etrumeus whiteheadi","Etrumeus whiteheadi","Whitehead's round herring","Pisces","Herrings, sardines, anchovies","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"Euthynnus affinis","Euthynnus affinis","Kawakawa","Pisces","Tunas, bonitos, billfishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"Euthynnus alletteratus","Euthynnus alletteratus","Little tunny(=Atl.black skipj)","Pisces","Tunas, bonitos, billfishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"Euthynnus lineatus","Euthynnus lineatus","Black skipjack","Pisces","Tunas, bonitos, billfishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"Eutrigla gurnardus","Eutrigla gurnardus","Grey gurnard","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Amblygaster sirm","Amblygaster sirm","Spotted sardinella","Pisces","Herrings, sardines, anchovies","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"Fistularia corneta","Fistularia corneta","Pacific cornetfish","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Gadiculus argenteus","Gadiculus argenteus","Silvery pout","Pisces","Cods, hakes, haddocks","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Gadus macrocephalus","Gadus macrocephalus","Pacific cod","Pisces","Cods, hakes, haddocks","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Gadus morhua","Gadus morhua","Atlantic cod","Pisces","Cods, hakes, haddocks","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Gadus ogac","Gadus macrocephalus","Greenland cod","Pisces","Cods, hakes, haddocks","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Galeocerdo cuvier","Galeocerdo cuvier","Tiger shark","Pisces","Sharks, rays, chimaeras","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Galeoides decadactylus","Galeoides decadactylus","Lesser African threadfin","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Galeorhinus galeus","Galeorhinus galeus","Tope shark","Pisces","Sharks, rays, chimaeras","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Galeus melastomus","Galeus melastomus","Blackmouth catshark","Pisces","Sharks, rays, chimaeras","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Gasterochisma melampus","Gasterochisma melampus","Butterfly kingfish","Pisces","Tunas, bonitos, billfishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"Genyonemus lineatus","Genyonemus lineatus","White croaker","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Genypterus blacodes","Genypterus blacodes","Pink cusk-eel","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Genypterus capensis","Genypterus capensis","Kingklip","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Genypterus maculatus","Genypterus maculatus","Black cusk-eel","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Gerres nigri","Gerres nigri","Guinean striped mojarra","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Gerres oblongus","Gerres oblongus","Slender silver-biddy","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Gerres oyena","Gerres oyena","Common silver-biddy","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Ginglymostoma cirratum","Ginglymostoma cirratum","Nurse shark","Pisces","Sharks, rays, chimaeras","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Ammodytes personatus","Ammodytes personatus","Pacific sandlance","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Girella tricuspidata","Girella tricuspidata","Parore","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Glycymeris glycymeris","Glycymeris glycymeris","Common European bittersweet","Mollusca","Clams, cockles, arkshells","Molluscs; Other",89.5,81.5,3.535,0.205,0,1.1,7,5.2,22,0.2165,1.68,162,0.409,175,12.06,0.145,0.3275,275.05,0.026,26.5,0.05,4,2.36
"Glyptocephalus cynoglossus","Glyptocephalus cynoglossus","Witch flounder","Pisces","Flounders, halibuts, soles","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Grammoplites suppositus","Grammoplites suppositus","Spotfin flathead","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Gymnosarda unicolor","Gymnosarda unicolor","Dogtooth tuna","Pisces","Tunas, bonitos, billfishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"Gymnura altavela","Gymnura altavela","Spiny butterfly ray","Pisces","Sharks, rays, chimaeras","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Haemulon plumierii","Haemulon plumierii","White grunt","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Amphichthys cryptocentrus","Amphichthys cryptocentrus","Bocon toadfish","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Haliotis rubra","Haliotis rubra","Blacklip abalone","Mollusca","Abalones, winkles, conchs","Molluscs; Other",89.5,81.5,3.535,0.205,0,1.1,7,5.2,22,0.2165,1.68,162,0.409,175,12.06,0.145,0.3275,275.05,0.026,26.5,0.05,4,2.36
"Haliotis tuberculata","Haliotis tuberculata","Tuberculate abalone","Mollusca","Abalones, winkles, conchs","Molluscs; Other",89.5,81.5,3.535,0.205,0,1.1,7,5.2,22,0.2165,1.68,162,0.409,175,12.06,0.145,0.3275,275.05,0.026,26.5,0.05,4,2.36
"Acanthistius brasilianus","Acanthistius brasilianus","Argentine seabass","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Harpadon nehereus","Harpadon nehereus","Bombay-duck","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Helicolenus dactylopterus","Helicolenus dactylopterus","Blackbelly rosefish","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Hemiramphus balao","Hemiramphus balao","Balao halfbeak","Pisces","Miscellaneous pelagic fishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"Hemiramphus brasiliensis","Hemiramphus brasiliensis","Ballyhoo halfbeak","Pisces","Miscellaneous pelagic fishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"Hexagrammos decagrammus","Hexagrammos decagrammus","Kelp greenling","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Hexanchus griseus","Hexanchus griseus","Bluntnose sixgill shark","Pisces","Sharks, rays, chimaeras","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Himantura gerrardi","Maculabatis gerrardi","Sharpnose stingray","Pisces","Sharks, rays, chimaeras","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Hippoglossoides elassodon","Hippoglossoides elassodon","Flathead sole","Pisces","Flounders, halibuts, soles","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Hippoglossoides platessoides","Hippoglossoides platessoides","Amer. plaice(=Long rough dab)","Pisces","Flounders, halibuts, soles","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Hippoglossus hippoglossus","Hippoglossus hippoglossus","Atlantic halibut","Pisces","Flounders, halibuts, soles","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Homarus americanus","Homarus americanus","American lobster","Crustacea","Lobsters, spiny-rock lobsters","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"Homarus gammarus","Homarus gammarus","European lobster","Crustacea","Lobsters, spiny-rock lobsters","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"Hoplopagrus guentherii","Hoplopagrus guentherii","Mexican barred snapper","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Hoplostethus atlanticus","Hoplostethus atlanticus","Orange roughy","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Hydrolagus novaezealandiae","Hydrolagus novaezealandiae","Dark ghost shark","Pisces","Sharks, rays, chimaeras","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Hyperoglyphe antarctica","Hyperoglyphe antarctica","Bluenose warehou","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Anadara ovalis","Anadara ovalis","Blood ark","Mollusca","Clams, cockles, arkshells","Molluscs; Other",89.5,81.5,3.535,0.205,0,1.1,7,5.2,22,0.2165,1.68,162,0.409,175,12.06,0.145,0.3275,275.05,0.026,26.5,0.05,4,2.36
"Ilisha africana","Ilisha africana","West African ilisha","Pisces","Shads","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"Ilisha elongata","Ilisha elongata","Elongate ilisha","Pisces","Shads","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"Illex argentinus","Illex argentinus","Argentine shortfin squid","Mollusca","Squids, cuttlefishes, octopuses","Cephalopods",35.5,76.75,0.6,0.511,0,0.8,16,1.75,30,0.1,1.5,163,0.3,260,15.49,0.06,0.3,230,0.02,28.5,0.15,2.75,1.68
"Illex coindetii","Illex coindetii","Broadtail shortfin squid","Mollusca","Squids, cuttlefishes, octopuses","Cephalopods",35.5,76.75,0.6,0.511,0,0.8,16,1.75,30,0.1,1.5,163,0.3,260,15.49,0.06,0.3,230,0.02,28.5,0.15,2.75,1.68
"Illex illecebrosus","Illex illecebrosus","Northern shortfin squid","Mollusca","Squids, cuttlefishes, octopuses","Cephalopods",35.5,76.75,0.6,0.511,0,0.8,16,1.75,30,0.1,1.5,163,0.3,260,15.49,0.06,0.3,230,0.02,28.5,0.15,2.75,1.68
"Isopisthus parvipinnis","Isopisthus parvipinnis","Bigtooth corvina","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Istiophorus albicans","Istiophorus albicans","Atlantic sailfish","Pisces","Tunas, bonitos, billfishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"Istiophorus platypterus","Istiophorus platypterus","Indo-Pacific sailfish","Pisces","Tunas, bonitos, billfishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"Isurus oxyrinchus","Isurus oxyrinchus","Shortfin mako","Pisces","Sharks, rays, chimaeras","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Jasus edwardsii","Jasus edwardsii","Red rock lobster","Crustacea","Lobsters, spiny-rock lobsters","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"Jasus lalandii","Jasus lalandii","Cape rock lobster","Crustacea","Lobsters, spiny-rock lobsters","Crustaceans",83,88,0.8,0.669,0,1.14,40.5,1.6,39,0.21,2.45,224,0.3,220,17.5,0.07,0.211,190,0.04,44,0.15,0,2.39
"Kathetostoma giganteum","Kathetostoma giganteum","Giant stargazer","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Katsuwonus pelamis","Katsuwonus pelamis","Skipjack tuna","Pisces","Tunas, bonitos, billfishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"Anarhichas denticulatus","Anarhichas denticulatus","Northern wolffish","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Anarhichas lupus","Anarhichas lupus","Atlantic wolffish","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Konosirus punctatus","Konosirus punctatus","Dotted gizzard shad","Pisces","Shads","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"Labrus bergylta","Labrus bergylta","Ballan wrasse","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Lachnolaimus maximus","Lachnolaimus maximus","Hogfish","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Lactarius lactarius","Lactarius lactarius","False trevally","Pisces","Miscellaneous pelagic fishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"Lamna nasus","Lamna nasus","Porbeagle","Pisces","Sharks, rays, chimaeras","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Lampris guttatus","Lampris guttatus","Opah","Pisces","Miscellaneous pelagic fishes","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"Larimichthys polyactis","Larimichthys polyactis","Yellow croaker","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Larimus breviceps","Larimus breviceps","Shorthead drum","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Lateolabrax japonicus","Lateolabrax japonicus","Japanese seabass","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Lates calcarifer","Lates calcarifer","Barramundi(=Giant seaperch)","Pisces","Miscellaneous diadromous fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Anchoa nasus","Anchoa nasus","Longnose anchovy","Pisces","Herrings, sardines, anchovies","Pelagic Fish",57.5,109,0,0.0575,0,3,8,1.225,32,1.182,4.1,221,1.06,331,19.4,0.11,1.18,80,0.06,27,0.4,0,0.66
"Leiostomus xanthurus","Leiostomus xanthurus","Spot croaker","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Lepidocybium flavobrunneum","Lepidocybium flavobrunneum","Escolar","Pisces","Miscellaneous demersal fishes","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
"Lepidoperca pulchella","Lepidoperca pulchella","Orange perch","Pisces","Miscellaneous coastal fishes","Marine Fish; Other",49,99,0,0.0375,0,1.9,8,1,30,0.471,2.8,216,0.464,301.5,18.99,0.08,0.44,79,0.0485,24,0.3,0,0.59
"Lepidopsetta bilineata","Lepidopsetta bilineata","Rock sole","Pisces","Flounders, halibuts, soles","Demersal Fish",39,93,0,0.031,0,1.35,9,0.75,29,0.279,2.7,200,0.374,300,18.84,0.08,0.2715,79,0.05,19.5,0.287,0,0.51
